#Organism/Name	TaxID	BioProject Accession	BioProject ID	Group	SubGroup	Size (Mb)	GC%	Assembly Accession	Chromosomes	Organelles	Plasmids	WGS	Scaffolds	Genes	Proteins	Release Date	Modify Date	Status	Center	BioSample Accession
Monosiga brevicollis MX1	431895	PRJNA19045	19045	Protists	Other Protists	41.7099	54.8249	GCA_000002865.1	-	1	-	ABFJ01	219	9233	9203	2002/09/29	2008/07/09	Scaffolds or contigs	DOE Joint Genome Institute	-
Leishmania braziliensis MHOM/BR/75/M2904	420245	PRJEA18663	18663	Protists	Kinetoplasts	32.0688	57.7874	GCA_000002845.2	34	-	-	CADA01	138	7837	7555	2007/04/04	2012/01/23	Chromosomes	The Sanger Institute	-
Leishmania braziliensis MHOM/BR/75/M2903	1295825	PRJNA165955	165955	Protists	Kinetoplasts	35.2112	57.8	GCA_000340355.1	-	-	-	AOSE01	747	-	-	2013/02/12	2013/02/21	Scaffolds or contigs	Kinetoplastid Genomes Consortium	-
Vanderwaltozyma polyspora DSM 70294	436907	PRJNA19237	19237	Fungi	Ascomycetes	14.6746	32.974	GCA_000150035.1	-	1	-	AAZN01	281	5798	5376	2007/04/25	2008/11/06	Scaffolds or contigs	Trinity College Dublin, Ireland	-
Talaromyces stipitatus ATCC 10500	441959	PRJNA19557	19557	Fungi	Ascomycetes	35.6854	46.1	GCA_000003125.1	-	-	-	ABAS01	820	12574	13252	2007/05/16	2009/08/26	Scaffolds or contigs	J. Craig Venter Institute	-
Talaromyces marneffei ATCC 18224	441960	PRJNA19555	19555	Fungi	Ascomycetes	28.6439	46.7	GCA_000001985.1	-	1	-	ABAR01	452	10138	10638	2007/05/16	2009/08/26	Scaffolds or contigs	J. Craig Venter Institute	-
Talaromyces marneffei PM1	1077442	PRJNA72349	72349	Fungi	Ascomycetes	28.8875	46.8	GCA_000227055.2	-	-	-	AGCC01	2780	-	-	2011/09/30	2011/12/01	Scaffolds or contigs	Department of Microbiology, The University of Hong Kong	-
Gymnogyps californianus	33616	PRJNA18791	18791	Animals	Birds	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	San Diego Zoo Institute for Conservation Research, Zoological Society of San Diego	-
Postia placenta Mad-698-R	561896	PRJNA19789	19789	Fungi	Basidiomycetes	90.8919	53.8	GCA_000006255.1	-	-	-	ABWF01	1242	9087	9083	2009/01/13	2009/08/26	Scaffolds or contigs	DOE Joint Genome Institute	-
Postia placenta MAD-698-R-SB12	670580	PRJNA205990	205990	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	DOE Joint Genome Institute	-
Trichoderma virens Gv29-8	413071	PRJNA19983	19983	Fungi	Ascomycetes	39.0227	49.2	GCA_000170995.2	-	-	-	ABDF02	93	12405	12406	2007/07/17	2011/11/29	Scaffolds or contigs	DOE Joint Genome Institute	-
Trichoderma atroviride IMI 206040	452589	PRJNA19867	19867	Fungi	Ascomycetes	36.1437	49.7	GCA_000171015.2	-	-	-	ABDG02	29	11810	11816	2007/07/17	2011/11/29	Scaffolds or contigs	DOE Joint Genome Institute	-
Fundulus heteroclitus	8078	PRJNA177717	177717	Animals	Fishes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	The Genome Institute at Washington University School of Medicine	-
Pteropus vampyrus	132908	PRJNA20325	20325	Animals	Mammals	1996.08	40	GCA_000151845.1	-	-	-	ABRP01	96944	-	-	2008/09/12	2008/10/06	Scaffolds or contigs	Baylor College of Medicine	-
Lutzomyia longipalpis	7200	PRJNA20279	20279	Animals	Insects	154.229	35	GCA_000265325.1	-	-	-	AJWK01	11532	-	-	2012/06/07	2013/11/01	Scaffolds or contigs	Baylor College of Medicine	SAMN00008955
Nasonia giraulti	7426	PRJNA20223	20223	Animals	Insects	283.607	43	GCA_000004775.1	-	-	-	ADAO01	4912	-	-	2009/11/10	2013/11/01	Scaffolds or contigs	Baylor College of Medicine	SAMN00003081
Nasonia longicornis	7427	PRJNA20225	20225	Animals	Insects	285.726	42.9	GCA_000004795.1	-	-	-	ADAP01	5214	-	-	2009/11/11	2013/11/01	Scaffolds or contigs	Baylor College of Medicine	SAMN00003080
Cooperia oncophora	27828	PRJNA72571	72571	Animals	Roundworms	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	The Genome Institute	-
Strongylocentrotus franciscanus	7665	PRJNA20313	20313	Animals	Other Animals	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Baylor College of Medicine	-
Allocentrotus fragilis	86255	PRJNA20317	20317	Animals	Other Animals	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Baylor College of Medicine	-
Tarsius syrichta	9478	PRJNA20339	20339	Animals	Mammals	3453.85	41	GCA_000164805.2	-	-	-	ABRT02	337188	-	-	2013/09/10	2013/09/18	Scaffolds or contigs	Washington University (WashU)	-
Capsaspora owczarzaki ATCC 30864	595528	PRJNA20341	20341	Protists	Other Protists	27.9678	53.8	GCA_000151315.2	-	-	-	ACFS02	84	14793	14453	2009/08/05	2013/06/25	Scaffolds or contigs	Broad Institute	-
Tursiops truncatus	9739	PRJNA20367	20367	Animals	Mammals	2552	42.1	GCA_000151865.2	-	1	-	ABRN02	240901	26999	22398	2008/09/23	2009/02/20	Scaffolds or contigs	Baylor College of Medicine	SAMN00000070
Necator americanus	51031	PRJNA20443	20443	Animals	Roundworms	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Washington University (WashU)	-
Necator americanus	51031	PRJNA72135	72135	Animals	Roundworms	244.075	40.2	GCA_000507365.1	-	-	-	ANCG01	11864	19663	19153	2013/12/13	2013/12/20	Scaffolds or contigs	The Genome Institute at Washington University	-
Ochotona princeps	9978	PRJNA19235	19235	Animals	Mammals	3445.78	44.2	GCA_000164825.1	-	-	-	AAYZ01	187558	-	-	2007/07/25	2007/08/03	Scaffolds or contigs	Broad Institute	-
Ochotona princeps	9978	PRJNA74593	74593	Animals	Mammals	2229.84	44	GCA_000292845.1	-	1	-	ALIT01	10421	21157	23389	2004/01/17	2010/02/01	Scaffolds or contigs	Broad Institute	SAMN00767999
Dipodomys ordii	10020	PRJNA20385	20385	Animals	Mammals	2158.5	42.4	GCA_000151885.1	-	-	-	ABRO01	210053	-	-	2008/09/18	2008/11/03	Scaffolds or contigs	Baylor College of Medicine	-
Macaca fascicularis	9541	PRJEA48347	48347	Animals	Mammals	2878.47	40.9828	GCA_000222185.1	21	-	-	CAEC01	21	-	-	2011/07/21	2011/07/21	Chromosomes	F. Hoffmann-La Roche Ltd	-
Macaca fascicularis	9541	PRJNA51411	51411	Animals	Mammals	3126.56	41.8	GCA_000230815.1	21	-	-	AEHL01	45468	1936	1537	2011/10/17	2011/11/04	Chromosomes	Beijing Genomics Institute	SAMN00116341
Macaca fascicularis	9541	PRJNA20409	20409	Animals	Mammals	2946.84	41.332	GCA_000364345.1	21	1	-	AQIA01	7625	35895	56354	2009/05/04	2009/05/08	Chromosomes	Washington University (WashU)	SAMN00811240
Microcebus murinus	30608	PRJNA19967	19967	Animals	Mammals	2902.27	41.5	GCA_000165445.1	-	-	-	ABDC01	185042	-	-	2007/07/20	2007/07/27	Scaffolds or contigs	The Genome Sequencing Platform, The Genome Assembly Team	-
Dictyocaulus viviparus	29172	PRJNA20439	20439	Animals	Roundworms	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Washington University	-
Dictyocaulus viviparus	29172	PRJNA72587	72587	Animals	Roundworms	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	The Genome Institute	-
Oesophagostomum dentatum	61180	PRJNA20459	20459	Animals	Roundworms	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	University of Washington Genome Sequencing Center	-
Limulus polyphemus	6850	PRJNA178587	178587	Animals	Other Animals	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	University of Connecticut	-
Limulus polyphemus	6850	PRJNA20489	20489	Animals	Other Animals	1828.26	33.6	GCA_000517525.1	-	-	-	AZTN01	286792	-	-	2013/12/30	2014/01/03	Scaffolds or contigs	Washington University (WashU)	-
Priapulus caudatus	37621	PRJNA20497	20497	Animals	Other Animals	420.178	44.5	GCA_000485595.1	-	-	-	AXZU01	92007	-	-	2013/10/25	2013/10/29	Scaffolds or contigs	Washington University (WashU)	-
Strigamia maritima	126957	PRJNA20501	20501	Animals	Other Animals	176.211	35.7	GCA_000239455.1	-	-	-	AFFK01	14739	-	-	2011/12/22	2013/11/01	Scaffolds or contigs	Baylor College of Medicine	SAMN00009008
Bubalus bubalis	89462	PRJNA33659	33659	Animals	Mammals	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	National Bureau of Animal Genetic Resources (NGAGR)	-
Bubalus bubalis	89462	PRJNA40113	40113	Animals	Mammals	654.914	42.3	GCA_000180995.2	-	-	-	ACZF02	-	-	-	2012/03/30	2012/03/30	Scaffolds or contigs	Anand Agricultural University, Anand, Gujarat, India	-
Bubalus bubalis	89462	PRJNA207334	207334	Animals	Mammals	2836.15	42.1	GCA_000471725.1	-	-	-	AWWX01	366982	-	-	2013/09/27	2013/09/30	Scaffolds or contigs	University of Maryland	SAMN02191888
Galeopterus variegatus	482537	PRJNA20511	20511	Animals	Mammals	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Washington University (WashU)	-
Arthroderma otae CBS 113480	554155	PRJNA30939	30939	Fungi	Ascomycetes	23.2631	47.5	GCA_000151145.1	-	-	-	ABVF01	17	8847	8765	2008/10/15	2010/05/25	Scaffolds or contigs	Broad Institute	-
Trichophyton equinum CBS 127.97	559882	PRJNA20577	20577	Fungi	Ascomycetes	24.1582	47.4	GCA_000151175.1	-	-	-	ABWI01	125	8785	8676	2008/10/15	2011/03/21	Scaffolds or contigs	Broad Institute	-
Trichophyton tonsurans CBS 112818	647933	PRJNA38223	38223	Fungi	Ascomycetes	22.9886	48.1	GCA_000151455.1	-	-	-	ACPI01	111	8625	8521	2009/08/07	2011/03/21	Scaffolds or contigs	Broad Institute	-
Trichophyton rubrum CBS 118892	559305	PRJNA38221	38221	Fungi	Ascomycetes	22.53	48.3	GCA_000151425.1	-	-	-	ACPH01	36	8804	8706	2009/09/16	2011/05/06	Scaffolds or contigs	Broad Institute	-
Trichophyton rubrum MR850	1215337	PRJNA186826	186826	Fungi	Ascomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Trichophyton interdigitale H6	1215336	PRJNA186827	186827	Fungi	Ascomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Trichophyton rubrum CBS 289.86	1215329	PRJNA186830	186830	Fungi	Ascomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Trichophyton rubrum CBS 735.88	1215332	PRJNA186832	186832	Fungi	Ascomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Trichophyton rubrum CBS 202.88	1215334	PRJNA186833	186833	Fungi	Ascomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Trichophyton rubrum CBS 100084	1215333	PRJNA186834	186834	Fungi	Ascomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Trichophyton rubrum MR1448	1215339	PRJNA186836	186836	Fungi	Ascomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Trichophyton rubrum MR1463	1215340	PRJNA186837	186837	Fungi	Ascomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Trichophyton rubrum D6	1215335	PRJNA186838	186838	Fungi	Ascomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Trichophyton rubrum MR1459	1215341	PRJNA186839	186839	Fungi	Ascomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Arthroderma gypseum CBS 118893	535722	PRJNA20599	20599	Fungi	Ascomycetes	23.2682	48.5	GCA_000150975.1	-	-	-	ABQE01	19	9015	8907	2008/07/25	2010/12/14	Scaffolds or contigs	Broad Institute	-
Mortierella verticillata NRRL 6337	1069443	PRJNA20603	20603	Fungi	Other Fungi	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Enterocytozoon bieneusi H348	481877	PRJNA21011	21011	Fungi	Other Fungi	3.86074	33.7	GCA_000209485.1	-	-	-	ABGB01	1733	3400	3239	2007/12/05	2011/07/05	Scaffolds or contigs	Tufts Cummings School of Veterinary Medicine	-
Ascogregarina taiwanensis	158379	PRJNA27765	27765	Protists	Apicomplexans	6.14941	49.7	GCA_000172235.1	-	-	-	ABJQ01	5379	-	-	2010/01/28	2010/01/28	Scaffolds or contigs	University of Minnesota	-
Hemiselmis andersenii	464988	PRJNA27761	27761	Protists	Other Protists	0.245308	25.7627	-	1	1	-	-	-	256	210	2007/11/09	2008/11/04	Chromosomes	Dalhousie University, Canada	-
Bigelowiella natans	227086	PRJNA27935	27935	Other	Other	0.167302	29.6721	-	1	1	-	-	-	184	136	2005/09/21	2010/10/21	Chromosomes	University of Melbourne, Australia	-
Bigelowiella natans CCMP2755	753081	PRJNA47111	47111	Other	Other	91.4059	44.9	GCA_000320545.1	-	-	-	ADNK01	3736	-	-	2012/11/02	2012/11/02	Scaffolds or contigs	DOE Joint Genome Institute	-
Verticillium dahliae	27337	PRJNA169154	169154	Fungi	Ascomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Wageningen University	-
Verticillium dahliae JR2	1202531	PRJNA175765	175765	Fungi	Ascomycetes	37.124	55.2332	GCA_000400815.1	8	-	-	APFD01	395	-	-	2013/05/22	2013/05/24	Chromosomes	Wageningen University	-
Verticillium dahliae VdLs.17	498257	PRJNA28529	28529	Fungi	Ascomycetes	33.9003	55.8	GCA_000150675.2	-	-	-	ABJE01	55	10811	10535	2008/03/18	2011/09/15	Scaffolds or contigs	Broad Institute	-
Blumeria graminis f. sp. hordei DH14	546991	PRJNA28821	28821	Fungi	Ascomycetes	118.726	44	GCA_000151065.3	-	-	-	CAUH01	6843	-	6470	2013/04/18	2013/07/24	Scaffolds or contigs	Blumeria Genome Sequencing Consortium	-
Blumeria graminis f. sp. tritici 96224	1268274	PRJNA183607	183607	Fungi	Ascomycetes	158.945	43.5	GCA_000418435.1	-	-	-	ANZE01	1867	6540	6525	2013/07/08	2014/01/09	Scaffolds or contigs	University of Zurich	-
Blumeria graminis f. sp. hordei A6	1283758	PRJNA186717	186717	Fungi	Ascomycetes	47.465	43.8	GCA_000401675.1	-	-	-	AOLT01	-	-	-	2013/05/24	2013/05/24	Scaffolds or contigs	Max Planck Institute for Plant Breeding Research	-
Blumeria graminis f. sp. hordei K1	1283759	PRJNA186718	186718	Fungi	Ascomycetes	53.786	43.8	GCA_000401615.1	-	-	-	AOIY01	-	-	-	2013/05/24	2013/05/24	Scaffolds or contigs	Max Planck Institute for Plant Breeding Research	-
Blumeria graminis f. sp. tritici JIW2	1306134	PRJNA193393	193393	Fungi	Ascomycetes	65.2373	42.9	GCA_000417025.1	-	-	-	ASJL01	84806	-	-	2013/07/01	2014/01/09	Scaffolds or contigs	University of Zurich	-
Blumeria graminis f. sp. tritici 94202	1306135	PRJNA193396	193396	Fungi	Ascomycetes	71.2844	43.4	GCA_000417865.1	-	-	-	ASJK01	91192	-	-	2013/07/01	2014/01/09	Scaffolds or contigs	University of Zurich	-
Blumeria graminis f. sp. tritici Bgt#70	1307830	PRJNA193611	193611	Fungi	Ascomycetes	76.5216	43.8	GCA_000441875.1	-	-	-	ASJN01	90458	-	-	2013/07/02	2014/01/09	Scaffolds or contigs	University of Zurich	-
Cryptosporidium muris RN66	441375	PRJNA29965	29965	Protists	Apicomplexans	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	J. Craig Venter Institute	-
Cryptosporidium muris RN66	441375	PRJNA19553	19553	Protists	Apicomplexans	9.24525	28.5	GCA_000006515.1	-	-	-	AAZY02	84	3981	3934	2007/05/09	2009/08/31	Scaffolds or contigs	TIGR	-
Heterodera glycines	51029	PRJNA28939	28939	Animals	Roundworms	81.908	37.5	GCA_000150805.1	-	-	-	ABLA01	34708	-	-	2008/03/20	2008/04/01	Scaffolds or contigs	Monsanto	-
Heterodera glycines	51029	PRJNA62001	62001	Animals	Roundworms	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	DOE Joint Genome Institute	-
Moniliophthora perniciosa FA553	554373	PRJNA28951	28951	Fungi	Basidiomycetes	26.6633	47.8	GCA_000183025.1	-	-	-	ABRE01	25056	16443	13560	2008/12/02	2009/11/11	Scaffolds or contigs	Universidade Estadual de Campinas (UNICAMP), Brazil	-
Agaricus bisporus var. burnettii JB137-S8	597362	PRJNA61007	61007	Fungi	Basidiomycetes	32.6144	46.6	GCA_000300555.1	-	-	-	AEOL01	2016	11459	11278	2012/10/01	2012/10/25	Scaffolds or contigs	JGI	-
Agaricus bisporus U1	1005091	PRJNA67597	67597	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	DOE Joint Genome Institute	-
Agaricus bisporus var. bisporus H97	936046	PRJNA61005	61005	Fungi	Basidiomycetes	30.2337	46.5	GCA_000300575.1	-	-	-	AEOK01	29	10606	10448	2012/10/01	2014/01/02	Scaffolds or contigs	JGI	-
Alternaria brassicicola ATCC 96836	622360	PRJNA34523	34523	Fungi	Ascomycetes	29.5365	50.7	GCA_000174375.1	-	-	-	ACIW01	3280	-	-	2009/03/10	2009/03/10	Scaffolds or contigs	Washington University Genome Center (WUGC)	-
Diaphorina citri	121845	PRJNA29447	29447	Animals	Insects	485.705	38.1	GCA_000475195.1	-	-	-	AWGM01	161988	-	-	2013/09/29	2013/10/22	Scaffolds or contigs	International Psyllid Genome Consortium	SAMN00100712
Verticillium alfalfae VaMs.102	526221	PRJNA51263	51263	Fungi	Ascomycetes	32.863	56	GCA_000150825.1	-	-	-	ABPE01	27	10488	10237	2008/06/06	2010/08/10	Scaffolds or contigs	NCBI	-
Arthroderma benhamiae CBS 112371	663331	PRJNA30573	30573	Fungi	Ascomycetes	22.2242	48.7	GCA_000151125.2	-	-	-	ABSU01	68	8041	7980	2010/03/17	2010/08/10	Scaffolds or contigs	Arthroderma Genome Sequencing Consortium	-
Haematobia irritans	7368	PRJNA30967	30967	Animals	Insects	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	USDA - Agricultural Research Service, USA	-
Vicugna pacos	30538	PRJNA30567	30567	Animals	Mammals	2172.21	41.7	GCA_000164845.2	-	1	-	ABRR02	276726	32926	24512	2000/07/26	2010/02/01	Scaffolds or contigs	Washington University (WashU)	-
Choloepus hoffmanni	9358	PRJNA30809	30809	Animals	Mammals	2458.93	39	GCA_000164785.1	-	-	-	ABVD01	481259	-	-	2008/09/15	2008/11/06	Scaffolds or contigs	Broad Institute	-
Beauveria bassiana ARSEF 2860	655819	PRJNA38719	38719	Fungi	Ascomycetes	33.6978	51.5	GCA_000280675.1	-	-	-	ADAH01	237	10364	10364	2012/07/18	2012/08/14	Scaffolds or contigs	Zhejiang University, China	-
Jatropha curcas	180498	PRJNA40903	40903	Plants	Land Plants	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	CNAP, University of York	-
Jatropha curcas	180498	PRJDA52543	52543	Plants	Land Plants	297.661	33.8	GCA_000208675.2	-	-	-	BABX02	39277	-	-	2011/01/07	2013/04/05	Scaffolds or contigs	Kazusa DNA Research Institute	-
Rhodotorula graminis WP1	578459	PRJNA32711	32711	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	DOE Joint Genome Institute	-
Serpula lacrymans var. lacrymans S7.3	936435	PRJNA61241	61241	Fungi	Basidiomycetes	46.9938	45.3	GCA_000218725.1	-	-	-	AEQC01	2120	14481	14481	2011/06/16	2011/08/15	Scaffolds or contigs	US DOE Joint Genome Institute (JGI-PGF)	-
Serpula lacrymans var. lacrymans S7.9	578457	PRJNA32885	32885	Fungi	Basidiomycetes	42.7972	45.3	GCA_000218685.1	-	-	-	AEQB01	46	12923	12925	2011/06/16	2011/08/15	Scaffolds or contigs	US DOE Joint Genome Institute (JGI-PGF)	-
Candida parapsilosis CDC317	578454	PRJEA32889	32889	Fungi	Ascomycetes	13.0785	38.7	GCA_000182765.1	-	-	-	CABE01	24	-	-	2008/12/14	2009/06/24	Scaffolds or contigs	Wellcome Trust Sanger Institute	-
Nosema ceranae BRL01	578460	PRJNA32971	32971	Fungi	Other Fungi	7.86022	25.3	GCA_000182985.1	-	-	-	ACOL01	5465	2678	2060	2009/06/09	2010/07/16	Scaffolds or contigs	USDA-ARS Bee Research Laboratory	-
Varroa destructor	109461	PRJNA33465	33465	Animals	Other Animals	294.134	41.1	GCA_000181155.1	-	-	-	ADDG01	-	-	-	2010/01/11	2010/01/20	Scaffolds or contigs	Varroa Genome Sequencing Consortium	-
Candida tenuis ATCC 10573	590646	PRJNA33673	33673	Fungi	Ascomycetes	10.747	42.9	GCA_000223465.1	-	-	-	AEIM01	25	5547	6985	2011/08/16	2014/01/23	Scaffolds or contigs	DOE Joint Genome Institute	-
Aspergillus carbonarius ITEM 5010	602072	PRJNA34741	34741	Fungi	Ascomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	DOE Joint Genome Institute	-
Acanthocheilonema viteae	6277	PRJNA33239	33239	Animals	Roundworms	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	UMIGS	-
Puccinia triticina 1-1 BBBD Race 1	630390	PRJNA36323	36323	Fungi	Basidiomycetes	162.949	46.4	GCA_000151525.1	-	-	-	ADAS01	24423	-	-	2009/11/18	2009/11/19	Scaffolds or contigs	Broad Institute	-
Puccinia triticina PRTUS35	664262	PRJNA39799	39799	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Puccinia triticina Race 161	664263	PRJNA39801	39801	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Puccinia triticina Race 9	664264	PRJNA39803	39803	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cucumis sativus	3659	PRJNA33619	33619	Plants	Land Plants	244.817	34.9014	GCA_000004075.1	-	4	-	ACHR01	45415	21320	20815	2005/06/10	2009/12/01	Scaffolds or contigs	The Cucumber Genome Initiative	-
Cucumis sativus	3659	PRJNA40333	40333	Plants	Land Plants	323.986	32.5	GCA_000224045.1	-	-	-	ACYN01	13113	-	-	2011/08/18	2011/08/26	Scaffolds or contigs	Polish Consortium of Cucumber Genome Sequencing	-
Colletotrichum graminicola M1.001	645133	PRJNA37879	37879	Fungi	Ascomycetes	51.6443	49.1	GCA_000149035.1	-	1	-	ACOD01	654	12359	12004	2009/08/05	2010/11/02	Scaffolds or contigs	Broad Institute	-
Gorilla gorilla	9593	PRJNA18247	18247	Animals	Mammals	3.0229	40.3	GCA_000167515.2	-	-	-	AAGL01	4856	-	-	2006/11/09	2007/11/09	Scaffolds or contigs	Institute of Molecular Biotechnology, Genome Analysis, Germany, Jena	-
Gorilla gorilla gorilla	9595	PRJEA31265	31265	Animals	Mammals	3035.66	41.2233	GCA_000151905.1	24	-	-	CABD02	57197	-	-	2011/05/06	2012/03/13	Chromosomes	Wellcome Trust Sanger Institute	-
Gorilla gorilla gorilla	9593	PRJNA169344	169344	Animals	Mammals	3035.66	41.1708	GCA_000151905.1	24	1	-	CABD02	57197	31334	33665	1996/05/07	2009/11/18	Chromosomes	NCBI	-
Amaranthus tuberculatus	277990	PRJNA38543	38543	Plants	Land Plants	4.34798	35	GCA_000180655.1	-	-	-	ACQK01	-	-	-	2009/06/22	2013/11/01	Scaffolds or contigs	University of Illinois	SAMN00008865
Metarhizium anisopliae ARSEF 23	655844	PRJNA38717	38717	Fungi	Ascomycetes	39.1453	51.5	GCA_000187425.1	-	-	-	ADNJ01	176	10726	10583	2011/01/31	2011/02/08	Scaffolds or contigs	Metarhizium genome sequencing Consortium	-
Tuber melanosporum	656061	PRJEA38847	38847	Fungi	Ascomycetes	124.946	44.9	GCA_000151645.1	-	-	-	CABJ01	398	7496	7496	2010/04/27	2010/05/20	Scaffolds or contigs	The French-Italian Tuber Genome Consortium	-
Phanerochaete carnosa HHB-10118-sp	650164	PRJNA38425	38425	Fungi	Basidiomycetes	46.2933	53.1	GCA_000300595.1	-	-	-	AEHB01	1137	14087	13925	2012/10/01	2012/10/16	Scaffolds or contigs	DOE Joint Genome Institute	-
Gaeumannomyces graminis var. tritici R3-111a-1	644352	PRJNA37931	37931	Fungi	Ascomycetes	43.7687	56.8	GCA_000145635.1	-	-	-	ADBI01	517	14749	14650	2010/07/14	2012/08/22	Scaffolds or contigs	Broad Institute	-
Magnaporthe poae ATCC 64411	644358	PRJNA37933	37933	Fungi	Ascomycetes	39.6418	56.9	GCA_000193285.1	-	-	-	ADBL01	206	-	-	2011/03/18	2011/03/21	Scaffolds or contigs	Broad Institute	-
Hamiltosporidium tvaerminnensis OER-3-3	657448	PRJNA39213	39213	Fungi	Other Fungi	13.2708	26.5	GCA_000180835.1	-	-	-	ACSZ01	-	-	-	2009/09/30	2009/12/14	Scaffolds or contigs	University of British Columbia	-
Sordaria macrospora	5147	PRJNA39253	39253	Fungi	Ascomycetes	39.955	52.5	GCA_000182805.1	-	-	-	CABT01	4783	11315	10827	2009/12/10	2012/05/31	Scaffolds or contigs	Ruhr University Bochum, Department of General and Molecular Botany	-
Pseudogymnoascus destructans 20631-21	658429	PRJNA39257	39257	Fungi	Ascomycetes	30.6849	50	GCA_000184105.1	-	1	-	AEFC01	1847	9225	9153	2010/12/02	2010/12/30	Scaffolds or contigs	Broad Institute	-
Pseudogymnoascus destructans M1379	1414443	PRJNA225231	225231	Fungi	Ascomycetes	30.2827	49.8	GCA_000496955.1	-	-	-	AYKP01	-	-	-	2013/11/14	2013/12/26	Scaffolds or contigs	Institute for Genome Sciences, University of Maryland School of Medicine	-
Schizosaccharomyces cryophilus OY26	653667	PRJNA38373	38373	Fungi	Ascomycetes	11.5548	37.7	GCA_000004155.2	-	-	-	ACQJ02	30	5494	5180	2009/11/13	2013/07/31	Scaffolds or contigs	Broad Institute	-
Trichophyton verrucosum HKI 0517	663202	PRJNA39693	39693	Fungi	Ascomycetes	22.541	48.2	GCF_000151505.1	-	-	-	ACYE01	523	8086	8028	2010/03/17	2010/08/12	Scaffolds or contigs	Arthroderma Genome Sequencing Consortium	-
Micromonas sp. RCC299	296587	PRJNA15676	15676	Plants	Green Algae	21.1093	63.8223	GCA_000090985.2	17	2	-	-	19	10127	10140	2009/04/10	2009/08/04	Chromosomes	Micromonas genome consortium	-
